employee_id,first_name,last_name,email,country,city,job_title,department,currency,annual_salary_local,annual_salary_usd,hire_date,years_of_service,performance,remote_status
IND0522,IndEmp522,Last1522,ind522@company.com,India,Hyderabad,Sales Manager,Marketing,INR,1446216,17354.59,2017-03-09,8.9,Excellent,Hybrid
IND0523,IndEmp523,Last1523,ind523@company.com,India,Pune,Senior Software Engineer,Marketing,INR,2176602,26119.22,2019-02-22,6.9,Satisfactory,On-Site
IND0524,IndEmp524,Last1524,ind524@company.com,India,Pune,Senior Software Engineer,Finance,INR,2992472,35909.66,2024-12-31,1.1,Outstanding,Remote
IND0525,IndEmp525,Last1525,ind525@company.com,India,Delhi,Senior Software Engineer,Sales,INR,2374150,28489.8,2016-03-05,9.9,Outstanding,On-Site
IND0526,IndEmp526,Last1526,ind526@company.com,India,Pune,Sales Manager,Marketing,INR,1457501,17490.01,2023-08-21,2.4,Outstanding,Hybrid
IND0527,IndEmp527,Last1527,ind527@company.com,India,Delhi,Software Engineer,Sales,INR,1692091,20305.09,2024-11-22,1.2,Satisfactory,Hybrid
IND0528,IndEmp528,Last1528,ind528@company.com,India,Delhi,Senior Software Engineer,Engineering,INR,2330090,27961.08,2023-09-30,2.3,Satisfactory,Remote
IND0529,IndEmp529,Last1529,ind529@company.com,India,Pune,Software Engineer,Marketing,INR,1569900,18838.8,2018-04-14,7.8,Good,On-Site
IND0530,IndEmp530,Last1530,ind530@company.com,India,Bangalore,Product Manager,Engineering,INR,1707693,20492.32,2021-08-16,4.4,Good,Remote
IND0531,IndEmp531,Last1531,ind531@company.com,India,Pune,Sales Manager,Marketing,INR,843110,10117.32,2022-05-28,3.7,Satisfactory,Remote
IND0532,IndEmp532,Last1532,ind532@company.com,India,Mumbai,Software Engineer,Finance,INR,1475069,17700.83,2018-09-14,7.4,Satisfactory,Remote
IND0533,IndEmp533,Last1533,ind533@company.com,India,Mumbai,Product Manager,Product,INR,1885402,22624.82,2016-08-19,9.4,Outstanding,On-Site
IND0534,IndEmp534,Last1534,ind534@company.com,India,Bangalore,Software Engineer,HR,INR,1085846,13030.15,2022-10-10,3.3,Satisfactory,Remote
IND0535,IndEmp535,Last1535,ind535@company.com,India,Bangalore,Software Engineer,Finance,INR,1604005,19248.06,2017-07-05,8.6,Good,Remote
IND0536,IndEmp536,Last1536,ind536@company.com,India,Mumbai,Product Manager,Finance,INR,2050962,24611.54,2024-01-29,2.0,Outstanding,On-Site
IND0537,IndEmp537,Last1537,ind537@company.com,India,Bangalore,Engineering Manager,Finance,INR,2906668,34880.02,2021-02-11,5.0,Outstanding,Hybrid
IND0538,IndEmp538,Last1538,ind538@company.com,India,Bangalore,Sales Manager,HR,INR,1023301,12279.61,2021-02-03,5.0,Outstanding,Remote
IND0539,IndEmp539,Last1539,ind539@company.com,India,Hyderabad,Product Manager,Product,INR,1723075,20676.9,2023-04-10,2.8,Excellent,Remote
IND0540,IndEmp540,Last1540,ind540@company.com,India,Bangalore,Software Engineer,Sales,INR,1342166,16105.99,2025-10-04,0.3,Excellent,On-Site
IND0541,IndEmp541,Last1541,ind541@company.com,India,Bangalore,Sales Manager,Finance,INR,766240,9194.88,2023-08-07,2.5,Excellent,On-Site
IND0542,IndEmp542,Last1542,ind542@company.com,India,Delhi,Senior Software Engineer,Engineering,INR,1892300,22707.6,2021-05-30,4.7,Good,Hybrid
IND0543,IndEmp543,Last1543,ind543@company.com,India,Mumbai,Engineering Manager,HR,INR,2795019,33540.23,2019-01-25,7.0,Satisfactory,Hybrid
IND0544,IndEmp544,Last1544,ind544@company.com,India,Bangalore,Software Engineer,Sales,INR,1143697,13724.36,2023-09-04,2.4,Good,Remote
IND0545,IndEmp545,Last1545,ind545@company.com,India,Hyderabad,Software Engineer,Engineering,INR,1321673,15860.08,2018-09-27,7.3,Satisfactory,Remote
IND0546,IndEmp546,Last1546,ind546@company.com,India,Hyderabad,Product Manager,Finance,INR,1761575,21138.9,2025-05-01,0.7,Good,Remote
IND0547,IndEmp547,Last1547,ind547@company.com,India,Hyderabad,Software Engineer,HR,INR,1129177,13550.12,2021-06-18,4.6,Satisfactory,Remote
IND0548,IndEmp548,Last1548,ind548@company.com,India,Delhi,Sales Manager,Product,INR,1262227,15146.72,2017-03-13,8.9,Good,Remote
IND0549,IndEmp549,Last1549,ind549@company.com,India,Pune,Engineering Manager,Finance,INR,3360440,40325.28,2018-12-30,7.1,Excellent,Hybrid
IND0550,IndEmp550,Last1550,ind550@company.com,India,Hyderabad,Senior Software Engineer,Finance,INR,3132432,37589.18,2017-07-13,8.5,Satisfactory,Remote
IND0551,IndEmp551,Last1551,ind551@company.com,India,Delhi,Data Scientist,Marketing,INR,1037012,12444.14,2019-04-01,6.8,Satisfactory,On-Site
IND0552,IndEmp552,Last1552,ind552@company.com,India,Delhi,Sales Manager,HR,INR,1477848,17734.18,2023-06-19,2.6,Outstanding,Remote
IND0553,IndEmp553,Last1553,ind553@company.com,India,Bangalore,Software Engineer,Sales,INR,1546288,18555.46,2017-07-24,8.5,Excellent,On-Site
IND0554,IndEmp554,Last1554,ind554@company.com,India,Bangalore,Product Manager,Engineering,INR,1810752,21729.02,2019-02-14,6.9,Excellent,Hybrid
IND0555,IndEmp555,Last1555,ind555@company.com,India,Mumbai,Product Manager,Marketing,INR,1922046,23064.55,2023-10-22,2.3,Excellent,On-Site
IND0556,IndEmp556,Last1556,ind556@company.com,India,Delhi,Software Engineer,Marketing,INR,1149628,13795.54,2017-12-09,8.1,Good,Remote
IND0557,IndEmp557,Last1557,ind557@company.com,India,Bangalore,Data Scientist,HR,INR,1665926,19991.11,2018-11-08,7.2,Satisfactory,On-Site
IND0558,IndEmp558,Last1558,ind558@company.com,India,Hyderabad,Data Scientist,Sales,INR,1049688,12596.26,2023-07-03,2.6,Excellent,Remote
IND0559,IndEmp559,Last1559,ind559@company.com,India,Mumbai,Engineering Manager,Finance,INR,2226802,26721.62,2018-08-13,7.5,Excellent,On-Site
IND0560,IndEmp560,Last1560,ind560@company.com,India,Mumbai,Product Manager,Marketing,INR,2393605,28723.26,2022-06-19,3.6,Outstanding,Remote
IND0561,IndEmp561,Last1561,ind561@company.com,India,Bangalore,Product Manager,Finance,INR,1446769,17361.23,2023-11-30,2.2,Excellent,Remote
IND0562,IndEmp562,Last1562,ind562@company.com,India,Delhi,Senior Software Engineer,HR,INR,1992433,23909.2,2024-02-15,1.9,Excellent,Remote
IND0563,IndEmp563,Last1563,ind563@company.com,India,Pune,Engineering Manager,Sales,INR,2327845,27934.14,2021-04-17,4.8,Excellent,On-Site
IND0564,IndEmp564,Last1564,ind564@company.com,India,Mumbai,Senior Software Engineer,HR,INR,2313644,27763.73,2021-04-26,4.8,Excellent,Hybrid
IND0565,IndEmp565,Last1565,ind565@company.com,India,Mumbai,Data Scientist,Sales,INR,2208844,26506.13,2021-01-16,5.0,Satisfactory,Remote
IND0566,IndEmp566,Last1566,ind566@company.com,India,Mumbai,Data Scientist,Marketing,INR,1835179,22022.15,2021-11-01,4.2,Satisfactory,Hybrid
IND0567,IndEmp567,Last1567,ind567@company.com,India,Mumbai,Engineering Manager,Marketing,INR,3817939,45815.27,2017-07-18,8.5,Outstanding,Hybrid
IND0568,IndEmp568,Last1568,ind568@company.com,India,Hyderabad,Product Manager,HR,INR,1474551,17694.61,2017-07-24,8.5,Excellent,On-Site
IND0569,IndEmp569,Last1569,ind569@company.com,India,Pune,Sales Manager,Marketing,INR,884234,10610.81,2023-03-10,2.9,Good,Hybrid
IND0570,IndEmp570,Last1570,ind570@company.com,India,Delhi,Data Scientist,Marketing,INR,1786740,21440.88,2019-10-08,6.3,Outstanding,Hybrid
IND0571,IndEmp571,Last1571,ind571@company.com,India,Mumbai,Senior Software Engineer,Product,INR,2784106,33409.27,2023-11-17,2.2,Outstanding,Remote
IND0572,IndEmp572,Last1572,ind572@company.com,India,Pune,Engineering Manager,Marketing,INR,3569751,42837.01,2020-07-24,5.5,Satisfactory,On-Site
IND0573,IndEmp573,Last1573,ind573@company.com,India,Hyderabad,Data Scientist,Finance,INR,1805384,21664.61,2020-07-31,5.5,Outstanding,Hybrid
IND0574,IndEmp574,Last1574,ind574@company.com,India,Delhi,Software Engineer,Product,INR,1030524,12366.29,2021-10-03,4.3,Excellent,Hybrid
IND0575,IndEmp575,Last1575,ind575@company.com,India,Pune,Data Scientist,Finance,INR,1731022,20772.26,2020-05-10,5.7,Good,On-Site
IND0576,IndEmp576,Last1576,ind576@company.com,India,Pune,Software Engineer,Finance,INR,1582524,18990.29,2021-10-01,4.3,Excellent,Remote
IND0577,IndEmp577,Last1577,ind577@company.com,India,Hyderabad,Product Manager,Finance,INR,1372367,16468.4,2016-12-14,9.1,Outstanding,On-Site
IND0578,IndEmp578,Last1578,ind578@company.com,India,Hyderabad,Sales Manager,HR,INR,1376681,16520.17,2024-05-31,1.7,Satisfactory,On-Site
IND0579,IndEmp579,Last1579,ind579@company.com,India,Delhi,Senior Software Engineer,HR,INR,2333280,27999.36,2023-04-19,2.8,Excellent,Remote
IND0580,IndEmp580,Last1580,ind580@company.com,India,Pune,Software Engineer,Marketing,INR,1708422,20501.06,2025-01-13,1.0,Outstanding,On-Site
IND0581,IndEmp581,Last1581,ind581@company.com,India,Pune,Senior Software Engineer,Sales,INR,2686979,32243.75,2024-03-18,1.9,Good,On-Site
IND0582,IndEmp582,Last1582,ind582@company.com,India,Hyderabad,Engineering Manager,Finance,INR,3605531,43266.37,2019-07-02,6.6,Satisfactory,On-Site
IND0583,IndEmp583,Last1583,ind583@company.com,India,Delhi,Software Engineer,Sales,INR,1014582,12174.98,2018-12-09,7.1,Excellent,Hybrid
IND0584,IndEmp584,Last1584,ind584@company.com,India,Pune,Sales Manager,Finance,INR,919703,11036.44,2017-09-06,8.4,Good,Remote
IND0585,IndEmp585,Last1585,ind585@company.com,India,Bangalore,Senior Software Engineer,Engineering,INR,2831218,33974.62,2026-01-20,0.0,Satisfactory,On-Site
IND0586,IndEmp586,Last1586,ind586@company.com,India,Pune,Product Manager,Product,INR,2672630,32071.56,2022-11-02,3.2,Excellent,Hybrid
IND0587,IndEmp587,Last1587,ind587@company.com,India,Pune,Senior Software Engineer,Product,INR,2081714,24980.57,2023-11-07,2.2,Outstanding,Hybrid
IND0588,IndEmp588,Last1588,ind588@company.com,India,Mumbai,Engineering Manager,Engineering,INR,2891597,34699.16,2023-12-28,2.1,Excellent,Remote
IND0589,IndEmp589,Last1589,ind589@company.com,India,Delhi,Data Scientist,Engineering,INR,1857299,22287.59,2021-02-16,4.9,Excellent,Remote
IND0590,IndEmp590,Last1590,ind590@company.com,India,Bangalore,Data Scientist,Sales,INR,1179740,14156.88,2021-11-01,4.2,Outstanding,Hybrid
IND0591,IndEmp591,Last1591,ind591@company.com,India,Pune,Software Engineer,Marketing,INR,1514094,18169.13,2023-06-10,2.6,Outstanding,Remote
IND0592,IndEmp592,Last1592,ind592@company.com,India,Bangalore,Software Engineer,Finance,INR,1179005,14148.06,2017-08-22,8.4,Outstanding,Remote
IND0593,IndEmp593,Last1593,ind593@company.com,India,Bangalore,Senior Software Engineer,Marketing,INR,2895414,34744.97,2017-03-11,8.9,Good,Hybrid
IND0594,IndEmp594,Last1594,ind594@company.com,India,Pune,Product Manager,Sales,INR,2006803,24081.64,2019-04-18,6.8,Good,On-Site
IND0595,IndEmp595,Last1595,ind595@company.com,India,Mumbai,Data Scientist,Sales,INR,1661072,19932.86,2016-11-29,9.2,Satisfactory,Hybrid
IND0596,IndEmp596,Last1596,ind596@company.com,India,Hyderabad,Engineering Manager,Engineering,INR,2240088,26881.06,2022-01-29,4.0,Outstanding,Hybrid
IND0597,IndEmp597,Last1597,ind597@company.com,India,Mumbai,Sales Manager,Engineering,INR,1121326,13455.91,2017-12-09,8.1,Outstanding,On-Site
IND0598,IndEmp598,Last1598,ind598@company.com,India,Pune,Data Scientist,HR,INR,1521221,18254.65,2021-12-09,4.1,Satisfactory,On-Site
IND0599,IndEmp599,Last1599,ind599@company.com,India,Bangalore,Product Manager,Finance,INR,2684599,32215.19,2023-12-19,2.1,Good,Remote
IND0600,IndEmp600,Last1600,ind600@company.com,India,Bangalore,Sales Manager,Finance,INR,1077702,12932.42,2016-04-11,9.8,Good,On-Site
IND0601,IndEmp601,Last1601,ind601@company.com,India,Pune,Product Manager,Marketing,INR,1789807,21477.68,2019-04-08,6.8,Outstanding,Hybrid
IND0602,IndEmp602,Last1602,ind602@company.com,India,Bangalore,Product Manager,Finance,INR,2298500,27582.0,2018-09-09,7.4,Satisfactory,Hybrid
IND0603,IndEmp603,Last1603,ind603@company.com,India,Mumbai,Engineering Manager,HR,INR,2818212,33818.54,2018-02-01,8.0,Outstanding,Remote
IND0604,IndEmp604,Last1604,ind604@company.com,India,Delhi,Product Manager,Marketing,INR,1482640,17791.68,2022-09-10,3.4,Excellent,Hybrid
IND0605,IndEmp605,Last1605,ind605@company.com,India,Delhi,Software Engineer,Product,INR,1405590,16867.08,2018-08-22,7.4,Excellent,Remote
IND0606,IndEmp606,Last1606,ind606@company.com,India,Bangalore,Senior Software Engineer,Engineering,INR,3183585,38203.02,2018-03-23,7.8,Satisfactory,On-Site
IND0607,IndEmp607,Last1607,ind607@company.com,India,Pune,Software Engineer,Sales,INR,1068018,12816.22,2022-05-30,3.7,Excellent,On-Site
IND0608,IndEmp608,Last1608,ind608@company.com,India,Bangalore,Data Scientist,Finance,INR,2396562,28758.74,2020-09-24,5.3,Excellent,On-Site
IND0609,IndEmp609,Last1609,ind609@company.com,India,Bangalore,Sales Manager,Finance,INR,1460652,17527.82,2020-07-21,5.5,Good,Remote
IND0610,IndEmp610,Last1610,ind610@company.com,India,Hyderabad,Engineering Manager,Marketing,INR,2271233,27254.8,2018-11-07,7.2,Satisfactory,On-Site
IND0611,IndEmp611,Last1611,ind611@company.com,India,Pune,Sales Manager,Product,INR,1289194,15470.33,2016-06-21,9.6,Excellent,Hybrid
IND0612,IndEmp612,Last1612,ind612@company.com,India,Bangalore,Software Engineer,Engineering,INR,1205110,14461.32,2025-02-01,1.0,Good,On-Site
IND0613,IndEmp613,Last1613,ind613@company.com,India,Bangalore,Engineering Manager,HR,INR,2789185,33470.22,2017-09-21,8.3,Good,Remote
IND0614,IndEmp614,Last1614,ind614@company.com,India,Bangalore,Data Scientist,Sales,INR,1797326,21567.91,2019-08-08,6.5,Outstanding,On-Site
IND0615,IndEmp615,Last1615,ind615@company.com,India,Pune,Engineering Manager,Marketing,INR,2796320,33555.84,2016-07-28,9.5,Good,Hybrid
IND0616,IndEmp616,Last1616,ind616@company.com,India,Delhi,Sales Manager,HR,INR,832442,9989.3,2020-03-30,5.8,Excellent,Remote
IND0617,IndEmp617,Last1617,ind617@company.com,India,Pune,Product Manager,Sales,INR,1319269,15831.23,2020-01-14,6.0,Excellent,Hybrid
IND0618,IndEmp618,Last1618,ind618@company.com,India,Pune,Senior Software Engineer,Product,INR,2848225,34178.7,2018-06-12,7.6,Good,Remote
IND0619,IndEmp619,Last1619,ind619@company.com,India,Bangalore,Sales Manager,HR,INR,1397670,16772.04,2016-07-19,9.5,Good,Hybrid
IND0620,IndEmp620,Last1620,ind620@company.com,India,Delhi,Engineering Manager,Marketing,INR,2517845,30214.14,2023-01-02,3.1,Excellent,Hybrid
IND0621,IndEmp621,Last1621,ind621@company.com,India,Hyderabad,Data Scientist,Product,INR,1790015,21480.18,2025-05-31,0.7,Excellent,On-Site
IND0622,IndEmp622,Last1622,ind622@company.com,India,Mumbai,Senior Software Engineer,Marketing,INR,1910239,22922.87,2016-05-14,9.7,Satisfactory,Hybrid
IND0623,IndEmp623,Last1623,ind623@company.com,India,Delhi,Sales Manager,Marketing,INR,866926,10403.11,2025-10-30,0.2,Good,Hybrid
IND0624,IndEmp624,Last1624,ind624@company.com,India,Pune,Sales Manager,Marketing,INR,1196418,14357.02,2022-03-02,3.9,Outstanding,On-Site
IND0625,IndEmp625,Last1625,ind625@company.com,India,Mumbai,Sales Manager,Finance,INR,996788,11961.46,2022-11-27,3.2,Satisfactory,Remote
IND0626,IndEmp626,Last1626,ind626@company.com,India,Delhi,Senior Software Engineer,Engineering,INR,2478257,29739.08,2017-08-20,8.4,Good,Hybrid
IND0627,IndEmp627,Last1627,ind627@company.com,India,Mumbai,Sales Manager,Marketing,INR,871646,10459.75,2019-08-07,6.5,Satisfactory,Hybrid
IND0628,IndEmp628,Last1628,ind628@company.com,India,Mumbai,Senior Software Engineer,Finance,INR,2239911,26878.93,2023-08-17,2.4,Outstanding,Hybrid
IND0629,IndEmp629,Last1629,ind629@company.com,India,Mumbai,Sales Manager,Marketing,INR,1303646,15643.75,2024-12-05,1.1,Satisfactory,On-Site
IND0630,IndEmp630,Last1630,ind630@company.com,India,Hyderabad,Senior Software Engineer,Marketing,INR,1918135,23017.62,2024-12-29,1.1,Excellent,Remote
IND0631,IndEmp631,Last1631,ind631@company.com,India,Hyderabad,Software Engineer,HR,INR,1440472,17285.66,2018-10-13,7.3,Satisfactory,Remote
IND0632,IndEmp632,Last1632,ind632@company.com,India,Mumbai,Sales Manager,Engineering,INR,1457649,17491.79,2021-07-17,4.5,Outstanding,Remote
IND0633,IndEmp633,Last1633,ind633@company.com,India,Delhi,Product Manager,Product,INR,2324722,27896.66,2022-09-05,3.4,Satisfactory,On-Site
IND0634,IndEmp634,Last1634,ind634@company.com,India,Pune,Sales Manager,Finance,INR,1390507,16686.08,2025-01-24,1.0,Satisfactory,Hybrid
IND0635,IndEmp635,Last1635,ind635@company.com,India,Hyderabad,Sales Manager,Engineering,INR,1384925,16619.1,2021-01-29,5.0,Outstanding,Remote
IND0636,IndEmp636,Last1636,ind636@company.com,India,Delhi,Software Engineer,Product,INR,1027980,12335.76,2020-08-02,5.5,Outstanding,On-Site
IND0637,IndEmp637,Last1637,ind637@company.com,India,Bangalore,Engineering Manager,HR,INR,4011161,48133.93,2023-01-01,3.1,Excellent,Hybrid
IND0638,IndEmp638,Last1638,ind638@company.com,India,Pune,Product Manager,Sales,INR,2651817,31821.8,2018-03-11,7.9,Excellent,Remote
IND0639,IndEmp639,Last1639,ind639@company.com,India,Delhi,Data Scientist,Product,INR,1133165,13597.98,2018-01-25,8.0,Satisfactory,On-Site
IND0640,IndEmp640,Last1640,ind640@company.com,India,Delhi,Software Engineer,HR,INR,1312925,15755.1,2019-11-02,6.2,Satisfactory,Remote
IND0641,IndEmp641,Last1641,ind641@company.com,India,Mumbai,Engineering Manager,Finance,INR,2520468,30245.62,2017-08-15,8.4,Outstanding,Remote
IND0642,IndEmp642,Last1642,ind642@company.com,India,Delhi,Engineering Manager,Marketing,INR,2754712,33056.54,2026-01-05,0.1,Good,Remote
IND0643,IndEmp643,Last1643,ind643@company.com,India,Mumbai,Software Engineer,Finance,INR,1035073,12420.88,2019-08-16,6.4,Excellent,Remote
IND0644,IndEmp644,Last1644,ind644@company.com,India,Bangalore,Engineering Manager,Engineering,INR,3076931,36923.17,2016-07-10,9.5,Outstanding,On-Site
IND0645,IndEmp645,Last1645,ind645@company.com,India,Mumbai,Data Scientist,Marketing,INR,1762439,21149.27,2019-12-20,6.1,Outstanding,Remote
IND0646,IndEmp646,Last1646,ind646@company.com,India,Hyderabad,Data Scientist,Finance,INR,1096817,13161.8,2020-03-31,5.8,Satisfactory,Remote
IND0647,IndEmp647,Last1647,ind647@company.com,India,Hyderabad,Engineering Manager,HR,INR,4057066,48684.79,2018-04-11,7.8,Good,On-Site
IND0648,IndEmp648,Last1648,ind648@company.com,India,Bangalore,Engineering Manager,Finance,INR,4141571,49698.85,2023-09-20,2.4,Outstanding,Remote
IND0649,IndEmp649,Last1649,ind649@company.com,India,Hyderabad,Software Engineer,Product,INR,1097209,13166.51,2024-06-25,1.6,Excellent,On-Site
IND0650,IndEmp650,Last1650,ind650@company.com,India,Hyderabad,Engineering Manager,Sales,INR,2906137,34873.64,2019-06-09,6.6,Excellent,On-Site
IND0651,IndEmp651,Last1651,ind651@company.com,India,Delhi,Engineering Manager,Sales,INR,3770059,45240.71,2025-03-28,0.8,Good,Hybrid
IND0652,IndEmp652,Last1652,ind652@company.com,India,Pune,Sales Manager,Engineering,INR,871252,10455.02,2021-08-02,4.5,Good,On-Site
IND0653,IndEmp653,Last1653,ind653@company.com,India,Delhi,Product Manager,Product,INR,2756504,33078.05,2024-06-19,1.6,Outstanding,On-Site
IND0654,IndEmp654,Last1654,ind654@company.com,India,Mumbai,Sales Manager,Finance,INR,982486,11789.83,2018-12-21,7.1,Good,On-Site
IND0655,IndEmp655,Last1655,ind655@company.com,India,Delhi,Sales Manager,HR,INR,1379237,16550.84,2016-11-14,9.2,Excellent,Hybrid
IND0656,IndEmp656,Last1656,ind656@company.com,India,Pune,Senior Software Engineer,Marketing,INR,2463455,29561.46,2017-03-28,8.8,Outstanding,On-Site
IND0657,IndEmp657,Last1657,ind657@company.com,India,Bangalore,Senior Software Engineer,HR,INR,1962580,23550.96,2023-01-16,3.0,Outstanding,On-Site
IND0658,IndEmp658,Last1658,ind658@company.com,India,Hyderabad,Engineering Manager,Finance,INR,3706164,44473.97,2025-05-01,0.7,Outstanding,Hybrid
IND0659,IndEmp659,Last1659,ind659@company.com,India,Mumbai,Data Scientist,Sales,INR,1573053,18876.64,2024-06-06,1.6,Outstanding,Remote
IND0660,IndEmp660,Last1660,ind660@company.com,India,Bangalore,Product Manager,Engineering,INR,1766040,21192.48,2021-10-29,4.2,Excellent,On-Site
IND0661,IndEmp661,Last1661,ind661@company.com,India,Pune,Sales Manager,Engineering,INR,1021440,12257.28,2019-06-21,6.6,Good,On-Site
IND0662,IndEmp662,Last1662,ind662@company.com,India,Hyderabad,Engineering Manager,HR,INR,3182779,38193.35,2019-11-20,6.2,Outstanding,Remote
IND0663,IndEmp663,Last1663,ind663@company.com,India,Pune,Senior Software Engineer,Product,INR,2466886,29602.63,2017-08-22,8.4,Good,On-Site
IND0664,IndEmp664,Last1664,ind664@company.com,India,Delhi,Sales Manager,Marketing,INR,1257509,15090.11,2019-11-20,6.2,Satisfactory,On-Site
IND0665,IndEmp665,Last1665,ind665@company.com,India,Delhi,Senior Software Engineer,Finance,INR,2343290,28119.48,2025-12-19,0.1,Excellent,On-Site
IND0666,IndEmp666,Last1666,ind666@company.com,India,Delhi,Senior Software Engineer,Finance,INR,2099200,25190.4,2021-10-28,4.2,Good,Remote
IND0667,IndEmp667,Last1667,ind667@company.com,India,Mumbai,Sales Manager,Finance,INR,1370242,16442.9,2021-12-02,4.2,Satisfactory,On-Site
IND0668,IndEmp668,Last1668,ind668@company.com,India,Hyderabad,Product Manager,Marketing,INR,1683998,20207.98,2021-02-24,4.9,Good,Hybrid
IND0669,IndEmp669,Last1669,ind669@company.com,India,Mumbai,Product Manager,Sales,INR,2391766,28701.19,2018-01-06,8.1,Outstanding,Hybrid
IND0670,IndEmp670,Last1670,ind670@company.com,India,Bangalore,Product Manager,Finance,INR,1955856,23470.27,2016-08-04,9.5,Outstanding,Remote
IND0671,IndEmp671,Last1671,ind671@company.com,India,Mumbai,Sales Manager,HR,INR,951696,11420.35,2025-01-08,1.0,Outstanding,Remote
IND0672,IndEmp672,Last1672,ind672@company.com,India,Pune,Sales Manager,Engineering,INR,999736,11996.83,2019-11-10,6.2,Satisfactory,On-Site
IND0673,IndEmp673,Last1673,ind673@company.com,India,Pune,Engineering Manager,HR,INR,2572222,30866.66,2020-09-10,5.4,Outstanding,Hybrid
IND0674,IndEmp674,Last1674,ind674@company.com,India,Bangalore,Software Engineer,Finance,INR,1546223,18554.68,2023-12-10,2.1,Satisfactory,On-Site
IND0675,IndEmp675,Last1675,ind675@company.com,India,Delhi,Engineering Manager,Finance,INR,3447289,41367.47,2023-05-02,2.7,Outstanding,On-Site
IND0676,IndEmp676,Last1676,ind676@company.com,India,Delhi,Product Manager,Product,INR,1653437,19841.24,2018-07-05,7.6,Excellent,Remote
IND0677,IndEmp677,Last1677,ind677@company.com,India,Hyderabad,Data Scientist,Engineering,INR,1279589,15355.07,2020-04-23,5.8,Satisfactory,Hybrid
IND0678,IndEmp678,Last1678,ind678@company.com,India,Bangalore,Product Manager,Sales,INR,1657530,19890.36,2021-11-20,4.2,Excellent,On-Site
IND0679,IndEmp679,Last1679,ind679@company.com,India,Pune,Software Engineer,Sales,INR,1204154,14449.85,2022-09-19,3.4,Good,Remote
IND0680,IndEmp680,Last1680,ind680@company.com,India,Delhi,Software Engineer,Marketing,INR,1673876,20086.51,2018-12-29,7.1,Excellent,Hybrid
IND0681,IndEmp681,Last1681,ind681@company.com,India,Bangalore,Sales Manager,Marketing,INR,1240571,14886.85,2016-10-23,9.3,Satisfactory,Remote
IND0682,IndEmp682,Last1682,ind682@company.com,India,Pune,Data Scientist,Sales,INR,1012354,12148.25,2019-03-03,6.9,Good,Hybrid
IND0683,IndEmp683,Last1683,ind683@company.com,India,Mumbai,Software Engineer,Marketing,INR,905404,10864.85,2022-02-24,3.9,Good,Remote
IND0684,IndEmp684,Last1684,ind684@company.com,India,Mumbai,Software Engineer,Engineering,INR,1351730,16220.76,2020-07-21,5.5,Excellent,Hybrid
IND0685,IndEmp685,Last1685,ind685@company.com,India,Mumbai,Software Engineer,Finance,INR,1411088,16933.06,2025-12-29,0.1,Good,Remote
IND0686,IndEmp686,Last1686,ind686@company.com,India,Hyderabad,Product Manager,Sales,INR,2129127,25549.52,2021-11-15,4.2,Satisfactory,Remote
IND0687,IndEmp687,Last1687,ind687@company.com,India,Pune,Engineering Manager,Finance,INR,3130288,37563.46,2024-11-07,1.2,Satisfactory,Remote
IND0688,IndEmp688,Last1688,ind688@company.com,India,Pune,Senior Software Engineer,Engineering,INR,2541841,30502.09,2017-09-10,8.4,Good,On-Site
IND0689,IndEmp689,Last1689,ind689@company.com,India,Hyderabad,Senior Software Engineer,Engineering,INR,2032082,24384.98,2023-12-12,2.1,Excellent,Hybrid
IND0690,IndEmp690,Last1690,ind690@company.com,India,Mumbai,Product Manager,Finance,INR,1994605,23935.26,2025-09-19,0.4,Excellent,Hybrid
IND0691,IndEmp691,Last1691,ind691@company.com,India,Pune,Sales Manager,Marketing,INR,978711,11744.53,2024-09-27,1.3,Satisfactory,On-Site
IND0692,IndEmp692,Last1692,ind692@company.com,India,Pune,Sales Manager,HR,INR,833624,10003.49,2022-06-06,3.6,Satisfactory,Remote
IND0693,IndEmp693,Last1693,ind693@company.com,India,Bangalore,Software Engineer,Product,INR,1013119,12157.43,2017-03-08,8.9,Excellent,Hybrid
IND0694,IndEmp694,Last1694,ind694@company.com,India,Mumbai,Engineering Manager,Engineering,INR,2057247,24686.96,2017-06-19,8.6,Good,Hybrid
IND0695,IndEmp695,Last1695,ind695@company.com,India,Pune,Engineering Manager,Sales,INR,2033675,24404.1,2021-03-14,4.9,Good,Hybrid
IND0696,IndEmp696,Last1696,ind696@company.com,India,Mumbai,Software Engineer,HR,INR,1697861,20374.33,2021-04-06,4.8,Excellent,On-Site
IND0697,IndEmp697,Last1697,ind697@company.com,India,Hyderabad,Engineering Manager,Engineering,INR,2783748,33404.98,2023-04-11,2.8,Good,On-Site
IND0698,IndEmp698,Last1698,ind698@company.com,India,Pune,Senior Software Engineer,Product,INR,3197396,38368.75,2016-11-13,9.2,Satisfactory,On-Site
IND0699,IndEmp699,Last1699,ind699@company.com,India,Delhi,Software Engineer,HR,INR,1635203,19622.44,2017-11-18,8.2,Excellent,Remote
IND0700,IndEmp700,Last1700,ind700@company.com,India,Bangalore,Engineering Manager,Product,INR,2623802,31485.62,2023-07-02,2.6,Satisfactory,Remote
IND0701,IndEmp701,Last1701,ind701@company.com,India,Pune,Data Scientist,Engineering,INR,1403025,16836.3,2024-06-07,1.6,Excellent,Remote
